Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP
Chevrolet,Malibu,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25125
Chevrolet,Malibu,regular unleaded,182.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Midsize,Sedan,27875
Chevrolet,Malibu,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21680
Chevrolet,Malibu,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30975
Chevrolet,Malibu,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23225
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38680
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,42235
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,41225
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,41525
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38425
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38125
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38915
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,42015
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,41715
Lincoln,Mark LT,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,38615
Lincoln,Mark VIII,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VIII,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2263
Lincoln,Mark VIII,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2209
Lincoln,Mark VIII,regular unleaded,280.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2411
Lincoln,Mark VIII,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2459
Lincoln,Mark VII,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VII,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Lincoln,Mark VII,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,2000
Toyota,Matrix,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19685
Toyota,Matrix,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20755
Toyota,Matrix,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19565
Toyota,Matrix,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,21715
Toyota,Matrix,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18845
Toyota,Matrix,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,21715
Toyota,Matrix,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,18845
Toyota,Matrix,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20755
Toyota,Matrix,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,19685
Toyota,Matrix,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19565
Toyota,Matrix,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,20115
Toyota,Matrix,regular unleaded,158.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr Hatchback,22415
Toyota,Matrix,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,20265
Toyota,Matrix,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,21455
Toyota,Matrix,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,19275
Nissan,Maxima,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34380
Nissan,Maxima,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31290
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36990
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34490
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32510
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39960
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37770
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34590
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37090
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40040
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32610
Nissan,Maxima,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37870
Mercedes-Benz,Maybach,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,189350
Mercedes-Benz,Maybach,premium unleaded (required),523.0,12.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,191300
Mazda,Mazdaspeed 3,premium unleaded (required),263.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,23700
Mazda,Mazdaspeed 3,premium unleaded (required),263.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,24000
Mazda,Mazdaspeed 3,premium unleaded (required),263.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,24200
Mazda,Mazdaspeed 6,premium unleaded (required),274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,27995
Mazda,Mazdaspeed 6,premium unleaded (required),274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,29925
Mazda,Mazdaspeed 6,premium unleaded (required),274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,29925
Mazda,Mazdaspeed 6,premium unleaded (required),274.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,27995
Mazda,Mazdaspeed MX-5 Miata,premium unleaded (required),178.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25730
Mazda,Mazdaspeed MX-5 Miata,premium unleaded (required),178.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25780
Mazda,Mazdaspeed MX-5 Miata,premium unleaded (required),178.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,26580
Mazda,Mazdaspeed Protege,premium unleaded (required),170.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,20480
Mazda,Mazdaspeed Protege,premium unleaded (required),170.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,19980
BMW,M,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,44990
BMW,M,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,45990
BMW,M,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,44990
BMW,M,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,49300
BMW,M,premium unleaded (required),330.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,51300
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,44565
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,48840
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,50840
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,42565
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,48840
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,46840
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,56780
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,54780
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,43015
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,49440
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,46515
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,44515
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,55230
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,45015
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,53230
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,52640
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,51440
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,50640
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,55230
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,49440
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,47440
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,48640
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,50640
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,57230
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,56400
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,48360
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,50360
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,52360
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,58400
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,56400
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,43950
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,50360
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,45950
Acura,MDX,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,54400
Mercedes-Benz,Metris,premium unleaded (recommended),208.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Passenger Minivan,32500
Mercedes-Benz,Metris,premium unleaded (recommended),208.0,4.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Minivan,28950
Chevrolet,Metro,regular unleaded,55.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Chevrolet,Metro,regular unleaded,79.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2000
Chevrolet,Metro,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Chevrolet,Metro,regular unleaded,79.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2000
Chevrolet,Metro,regular unleaded,55.0,3.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Chevrolet,Metro,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000
Chevrolet,Metro,regular unleaded,79.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,12515
Mitsubishi,Mighty Max Pickup,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,2000
Mitsubishi,Mighty Max Pickup,regular unleaded,116.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,2000
Mitsubishi,Mighty Max Pickup,regular unleaded,151.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,2000
Mitsubishi,Mighty Max Pickup,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,2000
Mitsubishi,Mighty Max Pickup,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,2000
Mazda,Millenia,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2381
Mazda,Millenia,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2337
Mazda,Millenia,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,2138
Mazda,Millenia,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31025
Mazda,Millenia,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28025
Mazda,Millenia,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28075
Mazda,Millenia,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31075
Mazda,Millenia,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31675
Mazda,Millenia,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28875
Infiniti,M,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,49850
Infiniti,M,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,47700
Infiniti,M,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,53700
Infiniti,M,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,59200
Infiniti,M,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,61700
Infiniti,M,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,61200
Infiniti,M,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,54750
Infiniti,M,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,48700
Infiniti,M,premium unleaded (required),420.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,63700
Infiniti,M,premium unleaded (required),330.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,50850
Mitsubishi,Mirage G4,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Compact,Sedan,13995
Mitsubishi,Mirage G4,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,16995
Mitsubishi,Mirage G4,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,15195
Mitsubishi,Mirage,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,12995
Mitsubishi,Mirage,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,15195
Mitsubishi,Mirage,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,14195
Mitsubishi,Mirage,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,13995
Mitsubishi,Mirage,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,12995
Mitsubishi,Mirage,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,14295
Mitsubishi,Mirage,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,15395
Mitsubishi,Mirage,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,14095
Mitsubishi,Mirage,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,14945
Mitsubishi,Mirage,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,14795
Mitsubishi,Mirage,regular unleaded,78.0,3.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,12995
Mitsubishi,Mirage,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,14195
Mitsubishi,Mirage,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,15995
Mitsubishi,Mirage,regular unleaded,78.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,16495
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,46030
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,35595
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33100
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,48525
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,46455
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,42955
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,48950
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,40460
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,33260
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,39585
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,37090
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,35755
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,41895
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35720
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,35130
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32720
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,39485
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,38125
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,45475
Lincoln,MKC,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,47880
Lincoln,MKS,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,38850
Lincoln,MKS,regular unleaded,304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,40845
Lincoln,MKS,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,45840
Lincoln,MKS,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,45840
Lincoln,MKS,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,38850
Lincoln,MKS,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,40845
Lincoln,MKS,regular unleaded,350.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,41005
Lincoln,MKS,regular unleaded,350.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,39010
Lincoln,MKS,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,46000
Lincoln,MKT,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,45205
Lincoln,MKT,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,43210
Lincoln,MKT,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,43370
Lincoln,MKT,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,45365
Lincoln,MKT,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,43530
Lincoln,MKT,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,49025
Lincoln,MKX,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40850
Lincoln,MKX,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,38900
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,44045
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,47810
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,53475
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,38260
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,55970
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,45315
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40755
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,41550
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,38260
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,44045
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,48055
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,45560
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,53475
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,40755
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,41550
Lincoln,MKX,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,55970
Lincoln,MKZ Hybrid,regular unleaded,191.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34645
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45555
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35190
Lincoln,MKZ,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35190
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,37080
Lincoln,MKZ,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45555
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,47445
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,37080
Lincoln,MKZ,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45605
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45605
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,47495
Lincoln,MKZ,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35190
Lincoln,MKZ,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35190
Lincoln,MKZ,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35010
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,36900
Lincoln,MKZ,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39510
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39510
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,49560
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35010
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,41400
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,47670
Lincoln,MKZ,regular unleaded,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36760
Lincoln,MKZ,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36760
